"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Function","GO:0005315","Inorganic phosphate transmembrane transporter activity",3,1,0.7,0.572801181434574,"pstA",1
"Function","GO:0008186","ATP-dependent activity, acting on RNA",3,1,0.7,0.572801181434574,"RS04285",1
"Function","GO:0008235","Metalloexopeptidase activity",3,1,0.7,0.572801181434574,"RS06160",1
"Function","GO:0008514","Organic anion transmembrane transporter activity",3,1,0.7,0.572801181434574,"RS05350",1
"Function","GO:0008745","N-acetylmuramoyl-L-alanine amidase activity",3,1,0.7,0.572801181434574,"RS02190",1
"Function","GO:0008955","Peptidoglycan glycosyltransferase activity",3,1,0.7,0.572801181434574,"RS03920",1
"Function","GO:0015171","Amino acid transmembrane transporter activity",3,1,0.7,0.572801181434574,"RS05350",1
"Function","GO:0015424","ABC-type amino acid transporter activity",3,1,0.7,0.572801181434574,"RS05350",1
"Function","GO:0015450","Protein-transporting ATPase activity",3,1,0.7,0.572801181434574,"secD",1
"Function","GO:0016433","rRNA (adenine) methyltransferase activity",3,1,0.7,0.572801181434574,"rsmA",1
"Function","GO:0016684","Oxidoreductase activity, acting on peroxide as acceptor",3,1,0.7,0.572801181434574,"RS05755",1
"Function","GO:0016705","Oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",3,1,0.7,0.572801181434574,"RS03985",1
"Function","GO:0016744","Transketolase or transaldolase activity",3,1,0.7,0.572801181434574,"tkt",1
"Function","GO:0016868","Intramolecular transferase activity, phosphotransferases",3,1,0.7,0.572801181434574,"RS05750",1
"Function","GO:0033218","Amide binding",3,1,0.7,0.572801181434574,"RS03920",1
"Function","GO:0033283","ATPase-coupled organic acid transmembrane transporter activity",3,1,0.7,0.572801181434574,"RS05350",1
"Function","GO:0033284","ATPase-coupled carboxylic acid transmembrane transporter activity",3,1,0.7,0.572801181434574,"RS05350",1
"Function","GO:0070006","Metalloaminopeptidase activity",3,1,0.7,0.572801181434574,"RS06160",1
"Function","GO:1901505","Carbohydrate derivative transmembrane transporter activity",3,1,0.7,0.572801181434574,"murJ",1
"Keyword","KW-0173","Coenzyme A biosynthesis",3,1,0.7,0.572801181434574,"coaA",1
"Keyword","KW-0448","Lipopolysaccharide biosynthesis",3,1,0.7,0.572801181434574,"waaA",1
"Keyword","KW-0639","Primosome",3,1,0.7,0.572801181434574,"RS00540",1
"Keyword","KW-0731","Sigma factor",3,1,0.7,0.572801181434574,"RS00625",1
"Keyword","KW-0784","Thiamine biosynthesis",3,1,0.7,0.572801181434574,"thiC",1
"KEGG","bbk00450","Selenocompound metabolism",3,1,0.7,0.572801181434574,"RS03970",1
"KEGG","bbk00500","Starch and sucrose metabolism",3,1,0.7,0.572801181434574,"RS05750",1
"InterPro","IPR000794","Beta-ketoacyl synthase",3,1,0.7,0.572801181434574,"RS02985",1
"InterPro","IPR000943","RNA polymerase sigma-70",3,1,0.7,0.572801181434574,"RS00625",1
"InterPro","IPR001279","Metallo-beta-lactamase",3,1,0.7,0.572801181434574,"RS03870",1
"InterPro","IPR001387","Cro/C1-type helix-turn-helix domain",3,1,0.7,0.572801181434574,"RS04650",1
"InterPro","IPR001626","ABC transporter, TroCD-like",3,1,0.7,0.572801181434574,"RS06370",1
"InterPro","IPR001940","Peptidase S1C",3,1,0.7,0.572801181434574,"RS03520",1
"InterPro","IPR002300","Aminoacyl-tRNA synthetase, class Ia",3,1,0.7,0.572801181434574,"ileS",1
"InterPro","IPR002938","FAD-binding domain",3,1,0.7,0.572801181434574,"RS03985",1
"InterPro","IPR003029","S1 domain",3,1,0.7,0.572801181434574,"rpsA",1
"InterPro","IPR004154","Anticodon-binding",3,1,0.7,0.572801181434574,"hisS",1
"InterPro","IPR004821","Cytidyltransferase-like domain",3,1,0.7,0.572801181434574,"panC",1
"InterPro","IPR007627","RNA polymerase sigma-70 region 2",3,1,0.7,0.572801181434574,"RS00625",1
"InterPro","IPR007630","RNA polymerase sigma-70 region 4",3,1,0.7,0.572801181434574,"RS00625",1
"InterPro","IPR008915","Peptidase M50",3,1,0.7,0.572801181434574,"RS03520",1
"InterPro","IPR008949","Isoprenoid synthase domain superfamily",3,1,0.7,0.572801181434574,"RS02530",1
"InterPro","IPR009003","Peptidase S1, PA clan",3,1,0.7,0.572801181434574,"RS03520",1
"InterPro","IPR009008","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",3,1,0.7,0.572801181434574,"ileS",1
"InterPro","IPR009014","Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II",3,1,0.7,0.572801181434574,"tkt",1
"InterPro","IPR011054","Rudiment single hybrid motif",3,1,0.7,0.572801181434574,"accC",1
"InterPro","IPR011055","Duplicated hybrid motif",3,1,0.7,0.572801181434574,"RS01555",1
"InterPro","IPR011129","Cold shock domain",3,1,0.7,0.572801181434574,"RS04720",1
"InterPro","IPR011250","Outer membrane protein/outer membrane enzyme PagP, beta-barrel",3,1,0.7,0.572801181434574,"RS05920",1
"InterPro","IPR011782","Peptidase S1C, Do",3,1,0.7,0.572801181434574,"RS03520",1
"InterPro","IPR013155","Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding",3,1,0.7,0.572801181434574,"ileS",1
"InterPro","IPR013325","RNA polymerase sigma factor, region 2",3,1,0.7,0.572801181434574,"RS00625",1
"InterPro","IPR013740","Redoxin",3,1,0.7,0.572801181434574,"RS05755",1
"InterPro","IPR014030","Beta-ketoacyl synthase, N-terminal",3,1,0.7,0.572801181434574,"RS02985",1
"InterPro","IPR014031","Beta-ketoacyl synthase, C-terminal",3,1,0.7,0.572801181434574,"RS02985",1
"InterPro","IPR014284","RNA polymerase sigma-70 like domain",3,1,0.7,0.572801181434574,"RS00625",1
"InterPro","IPR016047","Peptidase M23",3,1,0.7,0.572801181434574,"RS01555",1
"InterPro","IPR017896","4Fe-4S ferredoxin-type, iron-sulphur binding domain",3,1,0.7,0.572801181434574,"RS00465",1
"InterPro","IPR017900","4Fe-4S ferredoxin, iron-sulphur binding, conserved site",3,1,0.7,0.572801181434574,"RS00465",1
"InterPro","IPR017911","MacB, ATP-binding domain",3,1,0.7,0.572801181434574,"RS03885",1
"InterPro","IPR020841","Polyketide synthase, beta-ketoacyl synthase domain",3,1,0.7,0.572801181434574,"RS02985",1
"InterPro","IPR022643","Orn/DAP/Arg decarboxylase 2, C-terminal",3,1,0.7,0.572801181434574,"lysA",1
"InterPro","IPR022644","Orn/DAP/Arg decarboxylase 2, N-terminal",3,1,0.7,0.572801181434574,"lysA",1
"InterPro","IPR022967","RNA-binding domain, S1",3,1,0.7,0.572801181434574,"rpsA",1
"InterPro","IPR027266","GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1",3,1,0.7,0.572801181434574,"mnmE",1
"InterPro","IPR027385","Outer membrane protein beta-barrel domain",3,1,0.7,0.572801181434574,"RS05920",1
"InterPro","IPR029055","Nucleophile aminohydrolases, N-terminal",3,1,0.7,0.572801181434574,"glmS",1
"InterPro","IPR033248","Transketolase, C-terminal domain",3,1,0.7,0.572801181434574,"tkt",1
"InterPro","IPR036621","Anticodon-binding domain superfamily",3,1,0.7,0.572801181434574,"hisS",1
"InterPro","IPR036866","Ribonuclease Z/Hydroxyacylglutathione hydrolase-like",3,1,0.7,0.572801181434574,"RS03870",1
"InterPro","IPR043519","Nucleotidyltransferase superfamily",3,1,0.7,0.572801181434574,"rsfS",1
"InterPro","IPR043990","Autochaperone domain type 1",3,1,0.7,0.572801181434574,"RS05530",1
"InterPro","IPR045865","ACT-like domain",3,1,0.7,0.572801181434574,"RS05350",1
"InterPro","IPR046348","SIS domain superfamily",3,1,0.7,0.572801181434574,"glmS",1
"Pfam","PF00009","Elongation factor Tu GTP binding domain",3,1,0.7,0.572801181434574,"RS06615",1
"Pfam","PF00109","Beta-ketoacyl synthase, N-terminal domain",3,1,0.7,0.572801181434574,"RS02985",1
"Pfam","PF01551","Peptidase family M23",3,1,0.7,0.572801181434574,"RS01555",1
"Pfam","PF02462","Opacity family porin protein",3,1,0.7,0.572801181434574,"RS05920",1
"Pfam","PF02780","Transketolase, C-terminal domain",3,1,0.7,0.572801181434574,"tkt",1
"Pfam","PF02801","Beta-ketoacyl synthase, C-terminal domain",3,1,0.7,0.572801181434574,"RS02985",1
"Pfam","PF03129","Anticodon binding domain",3,1,0.7,0.572801181434574,"hisS",1
"Pfam","PF04542","Sigma-70 region 2 ",3,1,0.7,0.572801181434574,"RS00625",1
"Pfam","PF04545","Sigma-70, region 4",3,1,0.7,0.572801181434574,"RS00625",1
"Pfam","PF08264","Anticodon-binding domain of tRNA ligase",3,1,0.7,0.572801181434574,"ileS",1
"Pfam","PF13365","Trypsin-like peptidase domain",3,1,0.7,0.572801181434574,"RS03520",1
"Pfam","PF13541","Subunit ChlI of Mg-chelatase",3,1,0.7,0.572801181434574,"RS06540",1
"Function","GO:0016462","Pyrophosphatase activity",45,11,11.1,0.57308281998167,"RS03525;RS04505;RS05600;RS06615;clpX;ettA;guaA;infB;mnmE;recG;zapE",1
"Function","GO:0016817","Hydrolase activity, acting on acid anhydrides",45,11,11.1,0.57308281998167,"RS03525;RS04505;RS05600;RS06615;clpX;ettA;guaA;infB;mnmE;recG;zapE",1
"Function","GO:0016818","Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",45,11,11.1,0.57308281998167,"RS03525;RS04505;RS05600;RS06615;clpX;ettA;guaA;infB;mnmE;recG;zapE",1
"Process","GO:0009127","Purine nucleoside monophosphate biosynthetic process",16,4,3.9,0.583969168235296,"guaA;purL;purM;purQ",1
"Process","GO:0009168","Purine ribonucleoside monophosphate biosynthetic process",16,4,3.9,0.583969168235296,"guaA;purL;purM;purQ",1
"Component","GO:0005887","Integral component of plasma membrane",16,4,3.9,0.583969168235296,"RS06370;RS06530;murJ;pstA",1
"Keyword","KW-0658","Purine biosynthesis",16,4,3.9,0.583969168235296,"guaA;purL;purM;purQ",1
"Process","GO:0005975","Carbohydrate metabolic process",29,7,7.2,0.599013029637506,"RS05750;RS06355;glmS;lpxB;lpxC;lpxK;waaA",1
"Process","GO:0006188","IMP biosynthetic process",12,3,3,0.599848452762588,"purL;purM;purQ",1
"Process","GO:0006189","De novo IMP biosynthetic process",12,3,3,0.599848452762588,"purL;purM;purQ",1
"Process","GO:0046040","IMP metabolic process",12,3,3,0.599848452762588,"purL;purM;purQ",1
"KEGG","bbk00630","Glyoxylate and dicarboxylate metabolism",12,3,3,0.599848452762588,"acnA;gltA;glyA",1
"Process","GO:0006418","tRNA aminoacylation for protein translation",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Process","GO:0043038","Amino acid activation",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Process","GO:0043039","tRNA aminoacylation",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Function","GO:0004812","aminoacyl-tRNA ligase activity",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Function","GO:0016875","Ligase activity, forming carbon-oxygen bonds",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Keyword","KW-0030","Aminoacyl-tRNA synthetase",21,5,5.2,0.620779014821249,"RS06620;gltX;glyS;hisS;ileS",1
"Process","GO:0006743","Ubiquinone metabolic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Process","GO:0006744","Ubiquinone biosynthetic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Process","GO:0006865","Amino acid transport",8,2,2,0.625308722400997,"RS05350;RS06630",1
"Process","GO:0009069","Serine family amino acid metabolic process",8,2,2,0.625308722400997,"RS03970;glyA",1
"Process","GO:0019439","Aromatic compound catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:0034655","Nucleobase-containing compound catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:0042180","Cellular ketone metabolic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Process","GO:0042181","Ketone biosynthetic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Process","GO:0044265","Cellular macromolecule catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:0044270","Cellular nitrogen compound catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:0046700","Heterocycle catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:0071897","DNA biosynthetic process",8,2,2,0.625308722400997,"holA;polA",1
"Process","GO:1901361","Organic cyclic compound catabolic process",8,2,2,0.625308722400997,"flbT;rnhA",1
"Process","GO:1901661","Quinone metabolic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Process","GO:1901663","Quinone biosynthetic process",8,2,2,0.625308722400997,"RS03985;ubiB",1
"Function","GO:0003887","DNA-directed DNA polymerase activity",8,2,2,0.625308722400997,"holA;polA",1
"Function","GO:0008649","rRNA methyltransferase activity",8,2,2,0.625308722400997,"rlmH;rsmA",1
"Function","GO:0015291","Secondary active transmembrane transporter activity",8,2,2,0.625308722400997,"mnhG;pstA",1
"Function","GO:0016782","Transferase activity, transferring sulphur-containing groups",8,2,2,0.625308722400997,"RS03970;miaB",1
"Function","GO:0034061","DNA polymerase activity",8,2,2,0.625308722400997,"holA;polA",1
"Function","GO:0140102","Catalytic activity, acting on a rRNA",8,2,2,0.625308722400997,"rlmH;rsmA",1
"Keyword","KW-0816","Tricarboxylic acid cycle",8,2,2,0.625308722400997,"gltA;sdhA",1
"KEGG","bbk00480","Glutathione metabolism",8,2,2,0.625308722400997,"RS06160;pepN",1
"KEGG","bbk00780","Biotin metabolism",8,2,2,0.625308722400997,"RS02985;RS03865",1
"KEGG","bbk00860","Porphyrin and chlorophyll metabolism",8,2,2,0.625308722400997,"cobT;gltX",1
"InterPro","IPR023346","Lysozyme-like domain superfamily",8,2,2,0.625308722400997,"RS03920;RS06410",1
"Component","GO:0031226","Intrinsic component of plasma membrane",17,4,4.2,0.636530627755601,"RS06370;RS06530;murJ;pstA",1
"Process","GO:0006508","Proteolysis",30,7,7.4,0.638617850020202,"RS02025;RS02770;RS03520;RS03920;RS06160;pepN;radC",1
"Process","GO:0090407","Organophosphate biosynthetic process",89,21,22,0.638960582359339,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;lpxB;lpxC;lpxK;ndk;nrdF;pncB;purL;purM;purQ;thiC",1
"Keyword","KW-0648","Protein biosynthesis",39,9,9.6,0.654377739610108,"RS06615;RS06620;gltX;glyS;hisS;ileS;infA;infB;prfA",1
"Process","GO:0006753","Nucleoside phosphate metabolic process",73,17,18,0.657237081842276,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;ndk;nrdF;pncB;purL;purM;purQ",1
"Process","GO:0009117","Nucleotide metabolic process",73,17,18,0.657237081842276,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;ndk;nrdF;pncB;purL;purM;purQ",1
"Function","GO:0016491","Oxidoreductase activity",94,22,23.2,0.657663402702504,"RS00465;RS02145;RS02980;RS03795;RS03800;RS03805;RS03810;RS03855;RS03985;RS04095;RS05755;nrdF;nuoE;nuoF;nuoG;nuoH;nuoL;nuoN;sdhA;sdhC;sdhD;ubiB",1
"Process","GO:0009084","Glutamine family amino acid biosynthetic process",13,3,3.2,0.658482618735169,"RS06280;RS06625;argJ",1
"Component","GO:1902495","Transmembrane transporter complex",13,3,3.2,0.658482618735169,"RS06370;lptF;nuoF",1
"Component","GO:1990351","Transporter complex",13,3,3.2,0.658482618735169,"RS06370;lptF;nuoF",1
"InterPro","IPR020568","Ribosomal protein S5 domain 2-type fold",13,3,3.2,0.658482618735169,"RS06540;lpxC;parE",1
"InterPro","IPR036188","FAD/NAD(P)-binding domain superfamily",13,3,3.2,0.658482618735169,"RS02145;RS03985;sdhA",1
"Keyword","KW-0645","Protease",22,5,5.4,0.665481183077224,"RS02770;RS03520;RS06160;pepN;radC",1
"KEGG","bbk01230","Biosynthesis of amino acids",48,11,11.8,0.66862084600504,"RS03635;RS06280;RS06625;acnA;argF;argJ;aroA;gltA;glyA;lysA;tkt",1
"KEGG","bbk01100","Metabolic pathways",269,64,66.3,0.675916774233039,"RS00330;RS00465;RS00555;RS00565;RS02145;RS02530;RS02770;RS02985;RS03635;RS03795;RS03800;RS03805;RS03810;RS03855;RS03865;RS03920;RS03970;RS03985;RS05750;RS05875;RS06160;RS06280;RS06625;accC;acnA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;glmS;gltA;gltX;glyA;gmk;guaA;lpxB;lpxC;lpxK;lysA;ndk;nrdF;nuoE;nuoF;nuoG;nuoH;nuoL;nuoN;panC;pepN;pncB;purL;purM;purQ;sdhA;sdhC;sdhD;thiC;tkt;waaA",1
"Process","GO:0006450","Regulation of translational fidelity",4,1,1,0.678448371277642,"ileS",1
"Process","GO:0007059","Chromosome segregation",4,1,1,0.678448371277642,"parE",1
"Process","GO:0009070","Serine family amino acid biosynthetic process",4,1,1,0.678448371277642,"glyA",1
"Process","GO:0009228","Thiamine biosynthetic process",4,1,1,0.678448371277642,"thiC",1
"Process","GO:0009229","Thiamine diphosphate biosynthetic process",4,1,1,0.678448371277642,"thiC",1
"Process","GO:0009263","Deoxyribonucleotide biosynthetic process",4,1,1,0.678448371277642,"nrdF",1
"Process","GO:0015711","Organic anion transport",4,1,1,0.678448371277642,"RS05350",1
"Process","GO:0015936","Coenzyme A metabolic process",4,1,1,0.678448371277642,"coaA",1
"Process","GO:0015937","Coenzyme A biosynthetic process",4,1,1,0.678448371277642,"coaA",1
"Process","GO:0019359","Nicotinamide nucleotide biosynthetic process",4,1,1,0.678448371277642,"pncB",1
"Process","GO:0019362","Pyridine nucleotide metabolic process",4,1,1,0.678448371277642,"pncB",1
"Process","GO:0019363","Pyridine nucleotide biosynthetic process",4,1,1,0.678448371277642,"pncB",1
"Process","GO:0034309","Primary alcohol biosynthetic process",4,1,1,0.678448371277642,"thiC",1
"Process","GO:0042357","Thiamine diphosphate metabolic process",4,1,1,0.678448371277642,"thiC",1
"Process","GO:0043163","Cell envelope organization",4,1,1,0.678448371277642,"RS02440",1
"Process","GO:0043165","Gram-negative-bacterium-type cell outer membrane assembly",4,1,1,0.678448371277642,"RS02440",1
"Process","GO:0043244","Regulation of protein-containing complex disassembly",4,1,1,0.678448371277642,"RS06615",1
"Process","GO:0044091","Membrane biogenesis",4,1,1,0.678448371277642,"RS02440",1
"Process","GO:0046165","Alcohol biosynthetic process",4,1,1,0.678448371277642,"thiC",1
"Process","GO:0046496","Nicotinamide nucleotide metabolic process",4,1,1,0.678448371277642,"pncB",1
"Process","GO:0061024","Membrane organization",4,1,1,0.678448371277642,"RS02440",1
"Process","GO:0065002","Intracellular protein transmembrane transport",4,1,1,0.678448371277642,"secD",1
"Process","GO:0071709","Membrane assembly",4,1,1,0.678448371277642,"RS02440",1
"Process","GO:1903825","Organic acid transmembrane transport",4,1,1,0.678448371277642,"RS05350",1
"Process","GO:1905039","Carboxylic acid transmembrane transport",4,1,1,0.678448371277642,"RS05350",1
"Function","GO:0003918","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",4,1,1,0.678448371277642,"parE",1
"Function","GO:0003989","acetyl-CoA carboxylase activity",4,1,1,0.678448371277642,"accC",1
"Function","GO:0005342","Organic acid transmembrane transporter activity",4,1,1,0.678448371277642,"RS05350",1
"Function","GO:0008320","Protein transmembrane transporter activity",4,1,1,0.678448371277642,"secD",1
"Function","GO:0016421","CoA carboxylase activity",4,1,1,0.678448371277642,"accC",1
"Function","GO:0016638","Oxidoreductase activity, acting on the CH-NH2 group of donors",4,1,1,0.678448371277642,"RS02145",1
"Function","GO:0016743","Carboxyl- or carbamoyltransferase activity",4,1,1,0.678448371277642,"argF",1
"Function","GO:0016885","Ligase activity, forming carbon-carbon bonds",4,1,1,0.678448371277642,"accC",1
"Function","GO:0016891","Endoribonuclease activity, producing 5-phosphomonoesters",4,1,1,0.678448371277642,"rnhA",1
"Function","GO:0016893","Endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters",4,1,1,0.678448371277642,"rnhA",1
"Function","GO:0044183","Protein folding chaperone",4,1,1,0.678448371277642,"clpX",1
"Function","GO:0046943","Carboxylic acid transmembrane transporter activity",4,1,1,0.678448371277642,"RS05350",1
"Function","GO:0046983","Protein dimerization activity",4,1,1,0.678448371277642,"clpX",1
"Function","GO:0052689","Carboxylic ester hydrolase activity",4,1,1,0.678448371277642,"ileS",1
"Function","GO:0140318","Protein transporter activity",4,1,1,0.678448371277642,"secD",1
"Function","GO:0140662","ATP-dependent protein folding chaperone",4,1,1,0.678448371277642,"clpX",1
"Keyword","KW-0554","One-carbon metabolism",4,1,1,0.678448371277642,"glyA",1
"Keyword","KW-0786","Thiamine pyrophosphate",4,1,1,0.678448371277642,"tkt",1
"Keyword","KW-0810","Translation regulation",4,1,1,0.678448371277642,"rsfS",1
"KEGG","bbk00280","Valine, leucine and isoleucine degradation",4,1,1,0.678448371277642,"RS03635",1
"KEGG","bbk00471","D-Glutamine and D-glutamate metabolism",4,1,1,0.678448371277642,"purQ",1
