"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Process","GO:0006793","Phosphorus metabolic process",124,22,30.6,0.980314787129207,"RS00555;RS00565;RS01225;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;lpxB;lpxC;lpxK;ndk;nrdF;pncB;purL;purM;purQ;thiC",1
"Process","GO:0006221","Pyrimidine nucleotide biosynthetic process",14,1,3.5,0.981535064815561,"ndk",1
"Process","GO:0006457","Protein folding",14,1,3.5,0.981535064815561,"clpX",1
"Function","GO:0004519","Endonuclease activity",14,1,3.5,0.981535064815561,"rnhA",1
"Keyword","KW-0456","Lyase",28,3,6.9,0.982804523630367,"acnA;lysA;thiC",1
"Process","GO:0009987","Cellular process",683,154,168.5,0.983181359998917,"RS00175;RS00245;RS00330;RS00465;RS00540;RS00555;RS00565;RS00585;RS00625;RS00855;RS00915;RS00965;RS01225;RS01230;RS01465;RS01470;RS01505;RS01935;RS01940;RS02145;RS02205;RS02325;RS02440;RS02770;RS03320;RS03525;RS03540;RS03635;RS03795;RS03800;RS03805;RS03855;RS03870;RS03880;RS03885;RS03920;RS03970;RS03985;RS04360;RS04425;RS04505;RS05280;RS05285;RS05350;RS05355;RS05400;RS05405;RS05555;RS05570;RS05600;RS05620;RS05635;RS05755;RS05940;RS06280;RS06370;RS06380;RS06525;RS06530;RS06615;RS06620;RS06625;RS07145;accC;acnA;addA;argF;argJ;aroA;atpA;atpC;atpD;clpX;cmk;coaA;cobT;dnaA;dprA;ettA;flaF;flbT;flgA;flgB;flgC;flgD;flgG;flgH;flgK;flhA;flhB;fliE;fliF;fliN;fliP;fliQ;fliR;glmS;gltA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lptF;lpxB;lpxC;lpxK;lysA;miaB;mnhG;mnmE;motA;murJ;ndk;nrdF;nuoF;nuoG;nuoL;nuoN;panC;parE;pncB;polA;prfA;pstA;purL;purM;purQ;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsfS;rsmA;sdhA;sdhC;sdhD;secD;sufD;thiC;topA;truB;tsaD;ubiB;waaA",1
"Process","GO:0050789","Regulation of biological process",87,14,21.5,0.983716311543865,"RS00625;RS01230;RS02770;RS04165;RS06615;dnaA;ettA;flbT;hflC;infA;infB;murJ;prfA;rsfS",1
"Process","GO:0019219","Regulation of nucleobase-containing compound metabolic process",35,4,8.6,0.985991773591552,"RS00625;RS01230;RS04165;dnaA",1
"Process","GO:0065007","Biological regulation",93,15,22.9,0.986034527895468,"RS00625;RS01230;RS02770;RS04165;RS06615;dnaA;ettA;flbT;hflC;ileS;infA;infB;murJ;prfA;rsfS",1
"Process","GO:1901565","Organonitrogen compound catabolic process",15,1,3.7,0.986147105847096,"RS02190",1
"Keyword","KW-0961","Cell wall biogenesis/degradation",15,1,3.7,0.986147105847096,"murJ",1
"Keyword","KW-0460","Magnesium",52,7,12.8,0.986147319933574,"mnmE;ndk;parE;purL;rnhA;tkt;topA",1
"Process","GO:0008610","Lipid biosynthetic process",41,5,10.1,0.986482706823914,"accC;lpxB;lpxC;lpxK;waaA",1
"Function","GO:0016772","Transferase activity, transferring phosphorus-containing groups",63,9,15.5,0.986915073263714,"RS01225;cmk;coaA;gmk;holA;lpxK;ndk;polA;waaA",1
"Function","GO:0003676","Nucleic acid binding",197,37,48.6,0.987672408130674,"RS00540;RS00625;RS00915;RS01230;RS01935;RS03525;RS03870;RS04165;RS04285;RS04505;RS04650;RS04720;RS05060;RS05940;RS06615;RS06620;addA;dnaA;ettA;flbT;gltX;holA;ileS;infA;infB;parE;polA;prfA;recF;recG;rnhA;rpsA;rpsR;rsmA;sciP;topA;truB",1
"InterPro","IPR036291","NAD(P)-binding domain superfamily",23,2,5.7,0.987992478091102,"RS02980;RS04965",1
"Keyword","KW-0808","Transferase",170,31,41.9,0.988122897988834,"RS00295;RS00330;RS01225;RS01940;RS02985;RS03635;RS03920;RS03970;RS04960;RS06280;argF;argJ;aroA;cmk;coaA;glmS;gltA;glyA;gmk;holA;lpxB;lpxK;miaB;ndk;polA;rlmH;rsmA;tkt;tsaD;ubiB;waaA",1
"Process","GO:0044255","Cellular lipid metabolic process",42,5,10.4,0.988933027193633,"accC;lpxB;lpxC;lpxK;waaA",1
"Process","GO:0044283","Small molecule biosynthetic process",85,13,21,0.989584748725413,"RS03635;RS03985;RS06280;RS06625;accC;argJ;aroA;cobT;glyA;lysA;panC;thiC;ubiB",1
"Process","GO:0006631","Fatty acid metabolic process",16,1,3.9,0.989610329385322,"accC",1
"Process","GO:0006633","Fatty acid biosynthetic process",16,1,3.9,0.989610329385322,"accC",1
"Keyword","KW-0143","Chaperone",16,1,3.9,0.989610329385322,"clpX",1
"KEGG","bbk00620","Pyruvate metabolism",16,1,3.9,0.989610329385322,"accC",1
"Process","GO:0006629","Lipid metabolic process",43,5,10.6,0.99095979682107,"accC;lpxB;lpxC;lpxK;waaA",1
"Function","GO:0016829","Lyase activity",31,3,7.6,0.991319541634046,"acnA;lysA;thiC",1
"KEGG","bbk00010","Glycolysis / Gluconeogenesis",17,1,4.2,0.992210110476347,"RS05750",1
"Function","GO:0000287","Magnesium ion binding",25,2,6.2,0.992747570426004,"purL;rnhA",1
"Keyword","KW-0963","Cytoplasm",188,34,46.4,0.992778552248158,"RS04720;RS06280;RS06615;RS06620;RS06625;argF;argJ;aroA;cmk;coaA;dnaA;glmS;gltX;glyA;glyS;gmk;hisS;ileS;infA;infB;miaB;mnmE;ndk;panC;prfA;purL;purM;purQ;recF;rlmH;rnhA;rsfS;rsmA;tsaD",1
"Process","GO:0009056","Catabolic process",32,3,7.9,0.993117239280568,"RS02190;flbT;rnhA",1
"Process","GO:1901575","Organic substance catabolic process",32,3,7.9,0.993117239280568,"RS02190;flbT;rnhA",1
"Function","GO:0140096","Catalytic activity, acting on a protein",67,9,16.5,0.993444031659087,"RS01225;RS02025;RS02770;RS03520;RS03865;RS03920;RS06160;pepN;radC",1
"Function","GO:0005198","Structural molecule activity",62,8,15.3,0.993938089924379,"RS05045;RS05445;RS05570;flgK;fliE;rpsA;rpsR;rpsU",1
"Process","GO:0051716","Cellular response to stimulus",57,7,14.1,0.994538154745063,"RS01230;RS05755;addA;polA;recF;recG;recO",1
"Component","GO:0005737","Cytoplasm",214,39,52.8,0.99502761107111,"RS04720;RS05600;RS06160;RS06280;RS06615;RS06620;RS06625;argF;argJ;aroA;cmk;coaA;dnaA;ettA;glmS;gltA;gltX;glyA;glyS;gmk;hisS;ileS;infA;infB;miaB;mnmE;ndk;nrdF;panC;prfA;purL;purM;purQ;recF;rlmH;rnhA;rsfS;rsmA;tsaD",1
"Function","GO:0003723","RNA binding",85,12,21,0.995431313761914,"RS01935;RS03870;RS06620;ettA;flbT;gltX;ileS;infA;rpsA;rpsR;rsmA;truB",1
"Function","GO:0016740","Transferase activity",192,34,47.4,0.995564328882125,"RS00295;RS00330;RS01225;RS01935;RS01940;RS02985;RS03635;RS03920;RS03970;RS04960;RS06280;RS06355;argF;argJ;aroA;cmk;coaA;glmS;gltA;glyA;gmk;holA;lpxB;lpxK;miaB;ndk;pncB;polA;rlmH;rsmA;tkt;tsaD;ubiB;waaA",1
"Process","GO:0007154","Cell communication",27,2,6.7,0.995647201116489,"RS01230;recF",1
"Process","GO:0006355","Regulation of transcription, DNA-templated",34,3,8.4,0.995697504921413,"RS00625;RS01230;RS04165",1
"Process","GO:0051252","Regulation of RNA metabolic process",34,3,8.4,0.995697504921413,"RS00625;RS01230;RS04165",1
"Process","GO:1903506","Regulation of nucleic acid-templated transcription",34,3,8.4,0.995697504921413,"RS00625;RS01230;RS04165",1
"Process","GO:2001141","Regulation of RNA biosynthetic process",34,3,8.4,0.995697504921413,"RS00625;RS01230;RS04165",1
"Process","GO:0044271","Cellular nitrogen compound biosynthetic process",212,38,52.3,0.996353580858474,"RS00540;RS00555;RS00565;RS00625;RS01230;RS05600;RS06615;RS06620;accC;atpA;atpC;atpD;cmk;coaA;cobT;ettA;gltX;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;ndk;nrdF;panC;pncB;polA;prfA;purL;purM;purQ;rpsA;rpsR;rpsU;thiC",1
"Process","GO:0043412","Macromolecule modification",65,8,16,0.996535416080011,"RS01225;RS01940;miaB;mnmE;rlmH;rsmA;truB;tsaD",1
"Process","GO:0000160","Phosphorelay signal transduction system",20,1,4.9,0.996722621603995,"RS01230",1
"Process","GO:0007165","Signal transduction",20,1,4.9,0.996722621603995,"RS01230",1
"Process","GO:0023052","Signaling",20,1,4.9,0.996722621603995,"RS01230",1
"Process","GO:0035556","Intracellular signal transduction",20,1,4.9,0.996722621603995,"RS01230",1
"Process","GO:0036211","Protein modification process",22,1,5.4,0.998162645744586,"RS01225",1
"Process","GO:0006412","Translation",97,13,23.9,0.99855325889791,"RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;prfA;rpsA;rpsR;rpsU",1
"Keyword","KW-0805","Transcription regulation",23,1,5.7,0.998624926092471,"RS00625",1
"Process","GO:0009059","Macromolecule biosynthetic process",144,22,35.5,0.998767680300308,"RS00540;RS00625;RS01230;RS02770;RS03920;RS06615;RS06620;ettA;gltX;glyS;hisS;holA;ileS;infA;infB;murJ;polA;prfA;rpsA;rpsR;rpsU;waaA",1
"Component","GO:0005622","Intracellular anatomical structure",280,51,69.1,0.998804567327929,"RS00540;RS00555;RS00565;RS04720;RS05600;RS06160;RS06280;RS06615;RS06620;RS06625;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;dnaA;ettA;glmS;gltA;gltX;glyA;glyS;gmk;hisS;ileS;infA;infB;miaB;mnmE;ndk;nrdF;panC;parE;prfA;purL;purM;purQ;recF;rlmH;rnhA;rpsA;rpsR;rpsU;rsfS;rsmA;sdhC;topA;tsaD",1
"Process","GO:0043604","Amide biosynthetic process",109,15,26.9,0.998875629107809,"RS06615;RS06620;accC;ettA;gltX;glyS;hisS;ileS;infA;infB;panC;prfA;rpsA;rpsR;rpsU",1
"Process","GO:0043043","Peptide biosynthetic process",99,13,24.4,0.998982854161492,"RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;prfA;rpsA;rpsR;rpsU",1
"Process","GO:1901566","Organonitrogen compound biosynthetic process",232,40,57.2,0.999088420346157,"RS00555;RS00565;RS02770;RS03635;RS03920;RS05600;RS06280;RS06615;RS06620;RS06625;accC;argJ;aroA;atpA;atpC;atpD;coaA;cobT;ettA;gltX;glyA;glyS;guaA;hisS;ileS;infA;infB;lysA;murJ;ndk;panC;pncB;prfA;purL;purM;purQ;rpsA;rpsR;rpsU;thiC",1
"Process","GO:0034645","Cellular macromolecule biosynthetic process",121,17,29.8,0.99914306147637,"RS02770;RS03920;RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;murJ;prfA;rpsA;rpsR;rpsU;waaA",1
"Function","GO:0019843","rRNA binding",41,3,10.1,0.999211304165864,"ettA;infA;rpsR",1
"Process","GO:0044260","Cellular macromolecule metabolic process",213,35,52.5,0.999504008480127,"RS00540;RS00915;RS01940;RS02770;RS03525;RS03920;RS06615;RS06620;addA;dnaA;ettA;flbT;gltX;glyS;hisS;holA;ileS;infA;infB;murJ;nrdF;parE;polA;prfA;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;topA;waaA",1
"Process","GO:0006518","Peptide metabolic process",103,13,25.4,0.999506347711876,"RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;prfA;rpsA;rpsR;rpsU",1
"Process","GO:0032787","Monocarboxylic acid metabolic process",36,2,8.9,0.999589253728302,"accC;panC",1
"Process","GO:0043603","Cellular amide metabolic process",115,15,28.4,0.999606164823196,"RS06615;RS06620;accC;ettA;gltX;glyS;hisS;ileS;infA;infB;panC;prfA;rpsA;rpsR;rpsU",1
"Function","GO:0003824","Catalytic activity",543,110,133.9,0.999668667486443,"RS00295;RS00330;RS00465;RS00540;RS00555;RS00565;RS00915;RS00965;RS01225;RS01935;RS01940;RS02025;RS02145;RS02190;RS02770;RS02980;RS02985;RS03520;RS03525;RS03635;RS03795;RS03800;RS03805;RS03810;RS03855;RS03865;RS03870;RS03920;RS03970;RS03985;RS04065;RS04095;RS04285;RS04505;RS04960;RS05600;RS05750;RS05755;RS05940;RS05945;RS05960;RS06160;RS06280;RS06355;RS06615;RS06620;RS06625;accC;acnA;addA;argF;argJ;aroA;atpA;atpC;atpD;clpX;cmk;coaA;cobT;ettA;glmS;gltA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infB;lpxB;lpxC;lpxK;lysA;miaB;mnmE;ndk;nrdF;nuoE;nuoF;nuoG;nuoH;nuoL;nuoN;panC;parE;pepN;pncB;polA;purL;purM;purQ;radC;recG;rlmH;rnhA;rsmA;sdhA;sdhC;sdhD;thiC;tkt;topA;truB;tsaD;ubiB;waaA;zapE",1
"Keyword","KW-0804","Transcription",28,1,6.9,0.999678648631472,"RS00625",1
"Process","GO:1901576","Organic substance biosynthetic process",309,55,76.2,0.99971404339276,"RS00540;RS00555;RS00565;RS00625;RS01230;RS02770;RS03635;RS03920;RS03985;RS05600;RS06280;RS06615;RS06620;RS06625;accC;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;ettA;glmS;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;murJ;ndk;nrdF;panC;pncB;polA;prfA;purL;purM;purQ;rpsA;rpsR;rpsU;thiC;ubiB;waaA",1
"Process","GO:0044238","Primary metabolic process",458,89,113,0.999754459037138,"RS00330;RS00465;RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02025;RS02145;RS02770;RS03520;RS03525;RS03635;RS03870;RS03920;RS03970;RS05600;RS05750;RS05940;RS06160;RS06280;RS06355;RS06615;RS06620;RS06625;accC;acnA;addA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;dnaA;ettA;flbT;glmS;gltA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;miaB;mnmE;ndk;nrdF;parE;pepN;pncB;polA;prfA;purL;purM;purQ;radC;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;sdhA;sdhC;sdhD;topA;truB;tsaD;waaA",1
"Component","GO:0043232","Intracellular non-membrane-bounded organelle",66,6,16.3,0.9997586094103,"RS00540;parE;rpsA;rpsR;rpsU;topA",1
"Keyword","KW-0699","rRNA-binding",38,2,9.4,0.999759748005963,"infA;rpsR",1
"Process","GO:0009058","Biosynthetic process",315,56,77.7,0.99976690730324,"RS00540;RS00555;RS00565;RS00625;RS01230;RS02530;RS02770;RS03635;RS03920;RS03985;RS05600;RS06280;RS06615;RS06620;RS06625;accC;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;ettA;glmS;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;murJ;ndk;nrdF;panC;pncB;polA;prfA;purL;purM;purQ;rpsA;rpsR;rpsU;thiC;ubiB;waaA",1
"Process","GO:0019538","Protein metabolic process",150,21,37,0.999793175374719,"RS01225;RS02025;RS02770;RS03520;RS03920;RS06160;RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;pepN;prfA;radC;rpsA;rpsR;rpsU",1
"Process","GO:0044249","Cellular biosynthetic process",307,54,75.7,0.999796602312407,"RS00540;RS00555;RS00565;RS00625;RS01230;RS02770;RS03635;RS03920;RS03985;RS05600;RS06280;RS06615;RS06620;RS06625;accC;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;ettA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;murJ;ndk;nrdF;panC;pncB;polA;prfA;purL;purM;purQ;rpsA;rpsR;rpsU;thiC;ubiB;waaA",1
"Process","GO:0034641","Cellular nitrogen compound metabolic process",335,60,82.6,0.999825400316175,"RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01230;RS01935;RS01940;RS03525;RS03870;RS05600;RS05940;RS06615;RS06620;accC;addA;atpA;atpC;atpD;cmk;coaA;cobT;dnaA;ettA;flbT;gltX;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;miaB;mnmE;ndk;nrdF;panC;parE;pncB;polA;prfA;purL;purM;purQ;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;thiC;topA;truB;tsaD",1
"Component","GO:0043229","Intracellular organelle",68,6,16.8,0.999846136690623,"RS00540;parE;rpsA;rpsR;rpsU;topA",1
"Process","GO:0010467","Gene expression",162,23,40,0.999847762550248,"RS00625;RS01230;RS01935;RS01940;RS06615;RS06620;ettA;gltX;glyS;hisS;ileS;infA;infB;miaB;mnmE;prfA;rlmH;rpsA;rpsR;rpsU;rsmA;truB;tsaD",1
"Keyword","KW-0694","RNA-binding",63,5,15.5,0.999892085197407,"RS01935;infA;rpsA;rpsR;rsmA",1
"Process","GO:1901564","Organonitrogen compound metabolic process",312,54,77,0.999899233449152,"RS00330;RS00555;RS00565;RS01225;RS02025;RS02145;RS02190;RS02770;RS03520;RS03635;RS03920;RS03970;RS05600;RS06160;RS06280;RS06615;RS06620;RS06625;accC;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;ettA;glmS;gltX;glyA;glyS;gmk;guaA;hisS;ileS;infA;infB;lysA;murJ;ndk;panC;pepN;pncB;prfA;purL;purM;purQ;radC;rpsA;rpsR;rpsU;thiC",1
"Process","GO:0043170","Macromolecule metabolic process",308,52,76,0.99995216546445,"RS00540;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02025;RS02190;RS02770;RS03520;RS03525;RS03870;RS03920;RS05940;RS06160;RS06615;RS06620;addA;dnaA;ettA;flbT;gltX;glyS;hisS;holA;ileS;infA;infB;miaB;mnmE;murJ;nrdF;parE;pepN;polA;prfA;radC;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;topA;truB;tsaD;waaA",1
"Function","GO:0003735","Structural constituent of ribosome",54,3,13.3,0.999971431561321,"rpsA;rpsR;rpsU",1
"KEGG","bbk03010","Ribosome",54,3,13.3,0.999971431561321,"rpsA;rpsR;rpsU",1
"Process","GO:0044237","Cellular metabolic process",508,97,125.3,0.999973733923328,"RS00330;RS00465;RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02145;RS02770;RS03525;RS03635;RS03795;RS03800;RS03805;RS03855;RS03870;RS03920;RS03970;RS03985;RS05600;RS05940;RS06280;RS06615;RS06620;RS06625;accC;acnA;addA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;dnaA;ettA;flbT;glmS;gltA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;miaB;mnmE;murJ;ndk;nrdF;nuoF;nuoG;nuoL;nuoN;panC;parE;pncB;polA;prfA;purL;purM;purQ;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;sdhA;sdhC;sdhD;sufD;thiC;topA;truB;tsaD;ubiB;waaA",1
"Keyword","KW-0689","Ribosomal protein",55,3,13.6,0.999978028475206,"rpsA;rpsR;rpsU",1
"Component","GO:0005840","Ribosome",56,3,13.8,0.99998311765726,"rpsA;rpsR;rpsU",1
"Keyword","KW-0687","Ribonucleoprotein",56,3,13.8,0.99998311765726,"rpsA;rpsR;rpsU",1
"Process","GO:0006807","Nitrogen compound metabolic process",450,82,111,0.999988260099662,"RS00330;RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02025;RS02145;RS02190;RS02770;RS03520;RS03525;RS03635;RS03870;RS03920;RS03970;RS05600;RS05940;RS06160;RS06280;RS06615;RS06620;RS06625;accC;addA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;dnaA;ettA;flbT;glmS;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lysA;miaB;mnmE;murJ;ndk;nrdF;panC;parE;pepN;pncB;polA;prfA;purL;purM;purQ;radC;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;thiC;topA;truB;tsaD",1
"Process","GO:0008152","Metabolic process",555,107,136.9,0.999988604199647,"RS00295;RS00330;RS00465;RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02025;RS02145;RS02190;RS02530;RS02770;RS03520;RS03525;RS03635;RS03795;RS03800;RS03805;RS03855;RS03870;RS03920;RS03970;RS03985;RS05600;RS05750;RS05940;RS06160;RS06280;RS06355;RS06615;RS06620;RS06625;accC;acnA;addA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;dnaA;ettA;flbT;glmS;gltA;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;miaB;mnmE;murJ;ndk;nrdF;nuoF;nuoG;nuoL;nuoN;panC;parE;pepN;pncB;polA;prfA;purL;purM;purQ;radC;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;sdhA;sdhC;sdhD;sufD;thiC;topA;truB;tsaD;ubiB;waaA",1
"Process","GO:0071704","Organic substance metabolic process",507,90,125,0.999999724563096,"RS00330;RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01225;RS01230;RS01935;RS01940;RS02025;RS02145;RS02190;RS02770;RS03520;RS03525;RS03635;RS03870;RS03920;RS03970;RS03985;RS05600;RS05750;RS05940;RS06160;RS06280;RS06355;RS06615;RS06620;RS06625;accC;addA;argF;argJ;aroA;atpA;atpC;atpD;cmk;coaA;cobT;dnaA;ettA;flbT;glmS;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxB;lpxC;lpxK;lysA;miaB;mnmE;murJ;ndk;nrdF;panC;parE;pepN;pncB;polA;prfA;purL;purM;purQ;radC;recF;recG;recO;rlmH;rnhA;rpsA;rpsR;rpsU;rsmA;thiC;topA;truB;tsaD;ubiB;waaA",1
"Process","GO:0000003","Reproduction",3,0,0.7,1,"",1
"Process","GO:0000910","Cytokinesis",4,0,1,1,"",1
"Process","GO:0005996","Monosaccharide metabolic process",7,0,1.7,1,"",1
"Process","GO:0006006","Glucose metabolic process",5,0,1.2,1,"",1
"Process","GO:0006081","Cellular aldehyde metabolic process",6,0,1.5,1,"",1
"Process","GO:0006084","acetyl-CoA metabolic process",5,0,1.2,1,"",1
"Process","GO:0006085","acetyl-CoA biosynthetic process",4,0,1,1,"",1
"Process","GO:0006086","acetyl-CoA biosynthetic process from pyruvate",3,0,0.7,1,"",1
"Process","GO:0006090","Pyruvate metabolic process",15,0,3.7,1,"",1
"Process","GO:0006094","Gluconeogenesis",4,0,1,1,"",1
"Process","GO:0006096","Glycolytic process",7,0,1.7,1,"",1
"Process","GO:0006098","Pentose-phosphate shunt",3,0,0.7,1,"",1
"Process","GO:0006167","AMP biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0006206","Pyrimidine nucleobase metabolic process",5,0,1.2,1,"",1
"Process","GO:0006207","De novo pyrimidine nucleobase biosynthetic process",4,0,1,1,"",1
"Process","GO:0006222","UMP biosynthetic process",6,0,1.5,1,"",1
"Process","GO:0006284","Base-excision repair",5,0,1.2,1,"",1
"Process","GO:0006289","Nucleotide-excision repair",4,0,1,1,"",1
"Process","GO:0006353","DNA-templated transcription, termination",4,0,1,1,"",1
"Process","GO:0006414","Translational elongation",7,0,1.7,1,"",1
"Process","GO:0006479","Protein methylation",4,0,1,1,"",1
"Process","GO:0006546","Glycine catabolic process",3,0,0.7,1,"",1
"Process","GO:0006560","Proline metabolic process",3,0,0.7,1,"",1
"Process","GO:0006561","Proline biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0006650","Glycerophospholipid metabolic process",4,0,1,1,"",1
"Process","GO:0006720","Isoprenoid metabolic process",7,0,1.7,1,"",1
"Process","GO:0006721","Terpenoid metabolic process",5,0,1.2,1,"",1
"Process","GO:0006739","NADP metabolic process",4,0,1,1,"",1
"Process","GO:0006740","NADPH regeneration",3,0,0.7,1,"",1
"Process","GO:0006749","Glutathione metabolic process",5,0,1.2,1,"",1
"Process","GO:0006757","ATP generation from ADP",7,0,1.7,1,"",1
"Process","GO:0006771","Riboflavin metabolic process",4,0,1,1,"",1
"Process","GO:0006778","Porphyrin-containing compound metabolic process",3,0,0.7,1,"",1
"Process","GO:0006779","Porphyrin-containing compound biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0007049","Cell cycle",22,0,5.4,1,"",1
"Process","GO:0008213","Protein alkylation",4,0,1,1,"",1
"Process","GO:0008299","Isoprenoid biosynthetic process",7,0,1.7,1,"",1
"Process","GO:0008614","Pyridoxine metabolic process",3,0,0.7,1,"",1
"Process","GO:0008615","Pyridoxine biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0009063","Cellular amino acid catabolic process",5,0,1.2,1,"",1
"Process","GO:0009071","Serine family amino acid catabolic process",3,0,0.7,1,"",1
"Process","GO:0009112","Nucleobase metabolic process",7,0,1.7,1,"",1
"Process","GO:0009129","Pyrimidine nucleoside monophosphate metabolic process",8,0,2,1,"",1
"Process","GO:0009130","Pyrimidine nucleoside monophosphate biosynthetic process",8,0,2,1,"",1
"Process","GO:0009173","Pyrimidine ribonucleoside monophosphate metabolic process",6,0,1.5,1,"",1
"Process","GO:0009174","Pyrimidine ribonucleoside monophosphate biosynthetic process",6,0,1.5,1,"",1
"Process","GO:0009200","Deoxyribonucleoside triphosphate metabolic process",3,0,0.7,1,"",1
"Process","GO:0009211","Pyrimidine deoxyribonucleoside triphosphate metabolic process",3,0,0.7,1,"",1
"Process","GO:0009219","Pyrimidine deoxyribonucleotide metabolic process",3,0,0.7,1,"",1
"Process","GO:0009221","Pyrimidine deoxyribonucleotide biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0009225","Nucleotide-sugar metabolic process",4,0,1,1,"",1
"Process","GO:0009226","Nucleotide-sugar biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0009231","Riboflavin biosynthetic process",4,0,1,1,"",1
"Process","GO:0009240","Isopentenyl diphosphate biosynthetic process",4,0,1,1,"",1
"Process","GO:0009265","2-deoxyribonucleotide biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0009266","Response to temperature stimulus",4,0,1,1,"",1
"Process","GO:0009308","Amine metabolic process",3,0,0.7,1,"",1
"Process","GO:0009394","2-deoxyribonucleotide metabolic process",4,0,1,1,"",1
"Process","GO:0009396","Folic acid-containing compound biosynthetic process",4,0,1,1,"",1
"Process","GO:0009408","Response to heat",4,0,1,1,"",1
"Process","GO:0009628","Response to abiotic stimulus",5,0,1.2,1,"",1
"Process","GO:0015074","DNA integration",4,0,1,1,"",1
"Process","GO:0015886","Heme transport",6,0,1.5,1,"",1
"Process","GO:0016052","Carbohydrate catabolic process",8,0,2,1,"",1
"Process","GO:0016054","Organic acid catabolic process",6,0,1.5,1,"",1
"Process","GO:0016114","Terpenoid biosynthetic process",5,0,1.2,1,"",1
"Process","GO:0017004","Cytochrome complex assembly",9,0,2.2,1,"",1
"Process","GO:0019288","Isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",4,0,1,1,"",1
"Process","GO:0019318","Hexose metabolic process",5,0,1.2,1,"",1
"Process","GO:0019319","Hexose biosynthetic process",4,0,1,1,"",1
"Process","GO:0019682","glyceraldehyde-3-phosphate metabolic process",4,0,1,1,"",1
"Process","GO:0019692","Deoxyribose phosphate metabolic process",4,0,1,1,"",1
